Most Popular Drama,Drama Rank,Drama Name,Original Language - Year of Release,Overview,Episodes,MDL Rating
3255,#2217,The Centimeter of Love,Chinese Drama - 2020,Doctor Xu Qing Feng of Yanxi Hospital and senior airline pilot Guan Yu Qing are both highly skilled and highly paid professionals who have to deal with a difficult home life. Their parents have unrealistic demands and…,46 episodes,8.0
3256,#7434,Liar,Japanese Drama - 2022,"Narita Misao is a rookie employee at a company. She doesn’t like Ichikawa Kazuya, who works in the same department. He is brutally honest when he talks to other people. Nevertheless, an incident leads to Narita Misao…",8 episodes,7.3
3257,#1101,Legal High 2,Japanese Drama - 2013,"Hanyu Haruki, who worked as a prosecutor, changes sides and becomes an attorney. He opens his law office ""NEXUS"". In court, pursues solutions where the plaintiff and defendant can come to a mutual understanding. This…",10 episodes,8.3
3258,#6491,Yonder,Korean Drama - 2022,"Set in the 2030s in the large city area of South Korea. It depicts the story of a man who lives in agony, unable to forget his wife who died of cancer. Then one day, he receives an unknown email and chooses to abandon…",6 episodes,7.4
3259,#7448,Pearl Next Door,Filipino Drama - 2020,"This is the story of Pearl from the series ""Gameboys."" As her friends seem to have found their one true love and are spending their time happily with their lovers, Pearl thinks that her time has come. But who will be…",8 episodes,7.3
3260,#1570,The Wind Blows from Longxi,Chinese Drama - 2022,"During the war between Wei and Shu, the Shu defeated the Wei using the crossbows they made. In order to attain this powerful weapon, the Wei sent numerous spies to steal and infiltrate the Shu kingdom. Chen Gong and…",24 episodes,8.1
3261,#10599,Skinship,Thai Special - 2020,"A turbulent love story taking place in a hospital that specializes in skincare Their romantic relationship occurred because of an accident when Win, a handsome and chic young man, has to fall in love with a sly sassy…",3 episodes,6.1
3262,#5418,Sekai Ichi Muzukashii Koi,Japanese Drama - 2016,"34-year-old company president of Samejima Hotels, Samejima Reiji, is the very capable successor of a traditional Japanese inn. His motto is “target, speed, two months”. Even though he has expanded the business into…",10 episodes,7.5
3263,#1457,Amachan,Japanese Drama - 2013,"Amano Aki goes with her mother Haruko to her hometown in Kitasanriku during a summer vacation. There, she meets her maternal grandmother, Natsu, for the first time. Natsu is a woman diver aka ""ama"", and Aki thinks that…",156 episodes,8.2
3264,#9944,Kami no Shizuku,Japanese Drama - 2009,"The story revolves around Kanzuki Shizuku, a young man who was estranged from his father, a world-famous wine critic. When his father passed away, he left behind a wine collection worth a fortune, but in order to inherit…",9 episodes,6.8
3265,#2293,Sherlock: The Untold Stories,Japanese Drama - 2019,"Set in present-day Tokyo, Homare Shishio works as a freelance crime consultant. From an early age, Shishio has been fascinated with original sin and how people become criminals. He is a genius, with an impulse to commit…",11 episodes,8.0
3266,#10371,Heading to the Ground,Korean Drama - 2009,"The drama about a man trying to achieve what is thought to be impossible: fulfilling his dreams of being a great soccer player. He meets Kang Hae Bin, a sports agent, who tries to live her life away from the influence…",16 episodes,6.5
3267,#5772,Cleaning Up,Korean Drama - 2022,"Eo Yong Mi, Ahn In Kyung and Maeng Soo Ja work as cleaning ladies at a brokerage company. Eo Yong Mi raises her two daughters by herself and she struggles to make a living. An In Kyung dreams of buying a food truck to…",16 episodes,7.5
3268,#1953,"Okusama wa, Tori Atsukai Chui",Japanese Drama - 2017,"Isayama Nami, in order to start over her life and to find happiness, married the man she fell in love with at first sight during a blind date and moved to a quiet high-end residential area. Nami isn't really good with…",10 episodes,8.1
3269,#6615,Mr. Insomnia Waiting for Love,Chinese Drama - 2023,"Popular musician Lu En Tong and technology firm president Song Yan Xu both suffer from chronic insomnia. They come to discover that by touching one another, sleep befalls them both in a matter of seconds. (Source: Baidu,…",24 episodes,7.4
3270,#1491,Drama Special Season 7: The Legendary Lackey,Korean Special - 2016,"Set in the microcosm of a school mirroring a jungle-like society, the story centers around one boy’s desperate struggle for survival. Lee Ji Hoon is set to play an up-and-coming tough guy within the bullying circle…",1 episodes,8.2
3271,#3831,Kono Koi Atatamemasu ka,Japanese Drama - 2020,"Kiki Inoue works part-time at a convenience store, spending the better part of her day lazing about or reviewing sweets on her social media account. One day at work, she is introduced to the chain’s CEO, Takumi Asaba,…",10 episodes,7.7
3272,#6201,Men with Sword,Chinese Drama - 2016,"Thunder crackles, territories split, and warlords rise. After more than three centuries, the Empire of Juntian began to collapse as three of the four major duchies declared their independence, each reigning over their…",30 episodes,7.4
3273,#508,In Family We Trust,Thai Drama - 2018,"This suspense drama revolves around the Jiraanans, a wealthy Thai-Chinese family that operates its own hotels in Bangkok and Pattaya. The drama follows the members of the family, which seem to enjoy a strong and unbreakable…",18 episodes,8.5
3274,#6218,4 Reasons Why I Hate Christmas,Korean Drama - 2019,A web-drama about 4 young adults who hate Christmas who meet by chance and spend the month of December together. They unexpectedly become a part of each others lives as Christmas nears.,6 episodes,7.4
3275,#4373,The World of My 17 Season 2,Korean Drama - 2021,"""18 years old, will Na Ri have her first love?"" First love, dream, friendship. The world of the girls' first 18, a sweet and sour story.

(Source: Naver)",10 episodes,7.7
3276,#6334,The King of Blaze,Chinese Drama - 2018,"It is a story revolving around the Fire God, the Wind Goddess and the ensuing romance between them as they risk their lives for the sake of their homeland. Thousands of years ago, there was a beautiful planet amongst…",28 episodes,7.4
3277,#5957,Re-Feel,Korean Drama - 2019,"This is café re-feel, and we have signature drinks. Are you a student? If you show your ID card of Seoyon High School or Seoyeon University, you will get a 10% discount. Right, this café is close to Seoyon University…",8 episodes,7.5
3278,#9291,My Broken Love Story,Taiwanese Special - 2020,"Losing you until I lose myself, memories that were all left behind was the beauty of your eyes, me without you.

(Source: Twitter @BLUPDATE2020)",2 episodes,7.0
3279,#9427,Crush on You,Thai Drama - 2023,N/A,7 episodes,6.9
3280,#29,BTS in the Soop Season 2: Behind The Scene,Korean TV Show - 2021,The behind the scenes of BTS TV show BTS IN THE SOOP Season 2.,6 episodes,9.1
3281,#1574,Under the Microscope,Chinese Drama - 2023,"When Shuai Jia Mo, who is obsessed with mathematics, stumbles upon a historical problem in Jinhua County, he's met with multiple obstacles in his attempts to correct the mistake, triggering a tension between various…",14 episodes,8.1
3282,#7358,Queen of Reversals,Korean Drama - 2010,"Hwang Tae Hee is the daughter of a chaebol and a team leader at her workplace. She is married to Bong Joon Soo, who works at the same company. When Bong Joon Soo's ex-girlfriend, Baek Yeo Jin, who happens to be Hwang…",31 episodes,7.3
3283,#41907,The Demon Hunter's Romance,Chinese Drama - TBA,"In the prosperous city of Guangping, humans and demons coexist. Demons are skilled at hiding their forms and disguising themselves as humans. Ban Xia the daughter of a wealthy family, has a pair of strange eyes and can…",36 episodes,
3284,#42155,My Lucky Cat,Thai Drama - TBA,"When a young businessman, meets a new rising star superstar. Follow the story of two cat slaves. Dujphech and Mochi to be involved in inheritance and hunting. The only way to keep it safe is to tell people that they're…",N/A,
3285,#7033,Summer's Desire,Chinese Drama - 2018,A story revolving around the complicated entanglements between the three main characters and the heart-wrenching romance that ensues. When Luo Xi steps in to save the talented Xia Mo from a performance-threatening mishap…,36 episodes,7.3
3286,#8913,After School: Lucky or Not Season 2,Korean Drama - 2014,"School's back in session, and everybody's favorite group of boys is back for a new semester of extracurricular antics. This season, the magical mentors reassemble with their newly elected leader, a bashful student who…",12 episodes,7.1
3287,#7643,Twilight,Chinese Drama - 2023,"Liu Xia, a psychological counselor, uses her knowledge of psychology to guide a man who is attempting to jump off a building, successfully rescuing him, which is the impetus for her to establish her own studio to help…",40 episodes,7.3
3288,#5164,Sassy Beauty,Chinese Drama - 2022,"The beauty blogger Si Yan has mistakenly entered the VR system of an ancient Chinese-style beauty game. Much to her surprise, she is assigned the role of a low-level dressing maid. Don't they know who she is?! With her…",24 episodes,7.6
3289,#811,Tsukuritai Onna to Tabetai Onna,Japanese Drama - 2022,"Cooking is how Nomoto de-stresses, but one day, she finds herself making way more than she can eat by herself. And so she invites her neighbor Kasuga, who also lives alone. What will come out of this impromptu dinner…",10 episodes,8.4
3290,#4393,Zhang Gong Zhu Zai Shang,Chinese Drama - 2022,"Grand Princess Li Yun Zhen is rumored to live a decadent lifestyle, with many bodyguards serving as her male concubines. She is uncharitable and merciless. She also holds real political power in court. Emperor sends…",27 episodes,7.7
3291,#42281,Heesu in Class 2,Korean Drama - TBA,"Hee Su's world revolves around Chan Young, his best friend and secret crush. He doesn't mind cheering Chan Young from the sidelines or listening to all his girl problems. He doesn't care if people only know him as ""Chan…",10 episodes,
